,img_path,cls_name
34,/data/datasets/scam_donation_2024/scammers_images/all/youtube_dok9nJy_JKo.png,Social Content/Posts
35,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1304447544576167942.png,Frontimage Man/Woman
36,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100047190765585.png,Association Logos
37,/data/datasets/scam_donation_2024/scammers_images/all/youtube_LdDw9wmxK3E.png,Politics/War
38,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1653819918977216513.png,Frontimage Man/Woman
39,/data/datasets/scam_donation_2024/scammers_images/all/twitter_25573213.png,Association Logos
40,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1383921575615885314.png,Pets
41,/data/datasets/scam_donation_2024/scammers_images/all/twitter_2565762702.png,Association Logos
42,/data/datasets/scam_donation_2024/scammers_images/all/instagram_policypal.png,Association Logos
43,/data/datasets/scam_donation_2024/scammers_images/all/instagram_estelle_aliot.png,Frontimage Man/Woman
44,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1615251793-tomlausen.png,Frontimage Man/Woman
45,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100079460236815.png,Association Logos
46,/data/datasets/scam_donation_2024/scammers_images/all/youtube_vLsn9fG6XZA.png,Social Content/Posts
47,/data/datasets/scam_donation_2024/scammers_images/all/youtube_oo1CCSBHO20.png,Social Content/Posts
48,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1257039208277069824.png,Association Logos
49,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064818213326.png,Miscellaneous
50,/data/datasets/scam_donation_2024/scammers_images/all/youtube_d2MJyg4mOPw.png,Social Content/Posts
51,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100082525506327.png,Association Logos
52,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1286768378-decheance.png,Games & Cartoon
53,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100084187426813.png,Association Logos
54,/data/datasets/scam_donation_2024/scammers_images/all/youtube_jc-sIB3fa2w.png,Politics/War
55,/data/datasets/scam_donation_2024/scammers_images/all/twitter_34065272.png,Association Logos
56,/data/datasets/scam_donation_2024/scammers_images/all/youtube_YIpxpPHQBFc.png,Social Content/Posts
57,/data/datasets/scam_donation_2024/scammers_images/all/youtube_l9pqUTaM2qw.png,Politics/War
58,/data/datasets/scam_donation_2024/scammers_images/all/twitter_21372665.png,Association Logos
59,/data/datasets/scam_donation_2024/scammers_images/all/youtube_z__L2ZkWU4k.png,Social Content/Posts
60,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1696487516-f6I6tjtIlMcyM2Q6.png,Politics/War
61,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100067333493264.png,Pets
62,/data/datasets/scam_donation_2024/scammers_images/all/youtube_bJbN-tST-r0.png,Politics/War
63,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064531936128.png,Association Logos
64,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064260176576.png,Pets
65,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1473208008-V89eyOHN3JahCkVJ.png,Games & Cartoon
66,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1820435526-planetbibizyan.png,Politics/War
67,/data/datasets/scam_donation_2024/scammers_images/all/twitter_153805750.png,Frontimage Man/Woman
68,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1161107215.png,Association Logos
69,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2050808836-hzaze_sporat1.png,Association Logos
70,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1355164945323683841.png,Miscellaneous
71,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100053949473574.png,Pets
72,/data/datasets/scam_donation_2024/scammers_images/all/youtube_hgVYrpUs4qU.png,Frontimage Man/Woman
73,/data/datasets/scam_donation_2024/scammers_images/all/youtube_4mS3ROfyJ3s.png,Social Content/Posts
74,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100084390786300.png,Miscellaneous
75,/data/datasets/scam_donation_2024/scammers_images/all/twitter_3323778494.png,Frontimage Man/Woman
76,/data/datasets/scam_donation_2024/scammers_images/all/youtube_2uabwdYMzVk.png,Social Content/Posts
77,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1196503896073670656.png,Association Logos
78,/data/datasets/scam_donation_2024/scammers_images/all/instagram_thewirein.png,Association Logos
79,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1448828405-leaders_official.png,Games & Cartoon
80,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100009926535557.png,Pets
81,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1666331937-ivBz6adD3Sg2ZWM1.png,Crypto Coins
82,/data/datasets/scam_donation_2024/scammers_images/all/twitter_39766020.png,Games & Cartoon
83,/data/datasets/scam_donation_2024/scammers_images/all/instagram_winstonthepony24.png,Pets
84,/data/datasets/scam_donation_2024/scammers_images/all/youtube_1ya49A_PFpg.png,Social Content/Posts
85,/data/datasets/scam_donation_2024/scammers_images/all/twitter_989567996904357888.png,Frontimage Man/Woman
86,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1066644882964516865.png,Miscellaneous
87,/data/datasets/scam_donation_2024/scammers_images/all/twitter_4026518639.png,Frontimage Man/Woman
88,/data/datasets/scam_donation_2024/scammers_images/all/youtube_mdA4RTYKQAQ.png,Social Content/Posts
89,/data/datasets/scam_donation_2024/scammers_images/all/instagram_fip_hk.png,Pets
90,/data/datasets/scam_donation_2024/scammers_images/all/youtube_ZRZ5MSKFHjA.png,Social Content/Posts
91,/data/datasets/scam_donation_2024/scammers_images/all/youtube_UdzKVeVPht4.png,Frontimage Man/Woman
92,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2082561005-fxrwtx.png,Frontimage Man/Woman
93,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2006330194-ton4btc.png,Crypto Coins
94,/data/datasets/scam_donation_2024/scammers_images/all/youtube_m9LH7MBxJJE.png,Social Content/Posts
95,/data/datasets/scam_donation_2024/scammers_images/all/youtube_74Jj3S5Kri8.png,Politics/War
96,/data/datasets/scam_donation_2024/scammers_images/all/youtube_dgu0RSNyDUE.png,Social Content/Posts
97,/data/datasets/scam_donation_2024/scammers_images/all/instagram_irondogk9international.png,Pets
98,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1008214019-fardinalikhah.png,Frontimage Man/Woman
99,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100004316282665.png,Games & Cartoon
100,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100090600882162.png,Association Logos
101,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100057635223538.png,Miscellaneous
102,/data/datasets/scam_donation_2024/scammers_images/all/instagram_nypost.png,Association Logos
103,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064287213636.png,Games & Cartoon
104,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064823613261.png,Games & Cartoon
105,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064786926837.png,Pets
106,/data/datasets/scam_donation_2024/scammers_images/all/youtube_X7yIvHSosPw.png,Politics/War
107,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064334843765.png,Association Logos
108,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2012943229-fightposting.png,Social Content/Posts
109,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1171060303011962880.png,Frontimage Man/Woman
110,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1742476210-musica8daudi.png,Games & Cartoon
111,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1799171443-agentofficiel.png,Crypto Coins
112,/data/datasets/scam_donation_2024/scammers_images/all/youtube_nO1d675nIsU.png,Politics/War
113,/data/datasets/scam_donation_2024/scammers_images/all/youtube_SPfryeVGE5o.png,Politics/War
114,/data/datasets/scam_donation_2024/scammers_images/all/youtube_elcOQ8HVDSg.png,Social Content/Posts
115,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2111383659-sbFnAG-Jly9mNzky.png,Politics/War
116,/data/datasets/scam_donation_2024/scammers_images/all/youtube_1tbEjE1tsTw.png,Social Content/Posts
117,/data/datasets/scam_donation_2024/scammers_images/all/twitter_244112880.png,Association Logos
118,/data/datasets/scam_donation_2024/scammers_images/all/youtube_gZvoTFhnOWI.png,Social Content/Posts
119,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1942371998-rogerxaxaxa.png,Games & Cartoon
120,/data/datasets/scam_donation_2024/scammers_images/all/youtube_Zz6ybg2in-I.png,Social Content/Posts
121,/data/datasets/scam_donation_2024/scammers_images/all/youtube_eHxpqS-YBdM.png,Games & Cartoon
122,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100070660025256.png,Association Logos
123,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100069416839136.png,Pets
124,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100076271976598.png,Association Logos
125,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1683788928-magggeorg.png,Games & Cartoon
126,/data/datasets/scam_donation_2024/scammers_images/all/instagram_pfahyderabad.png,Association Logos
127,/data/datasets/scam_donation_2024/scammers_images/all/youtube_hScv1OKvQkg.png,Social Content/Posts
128,/data/datasets/scam_donation_2024/scammers_images/all/twitter_127851451.png,Games & Cartoon
129,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1620872121-ariXUT5g26oxN2Q6.png,Frontimage Man/Woman
130,/data/datasets/scam_donation_2024/scammers_images/all/youtube_dsI1HuKbrog.png,Games & Cartoon
131,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1361657579-casandooverbo.png,Games & Cartoon
132,/data/datasets/scam_donation_2024/scammers_images/all/twitter_816282120767291392.png,Frontimage Man/Woman
133,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1442443141022318594.png,Frontimage Man/Woman
134,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100057476348510.png,Games & Cartoon
135,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100044238107786.png,Pets
136,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1707143005-a_kuzichev.png,Frontimage Man/Woman
137,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064108720016.png,Pets
138,/data/datasets/scam_donation_2024/scammers_images/all/twitter_566918257.png,Association Logos
139,/data/datasets/scam_donation_2024/scammers_images/all/twitter_41668173.png,Association Logos
140,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100079067276688.png,Association Logos
141,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1123885332-parslivres.png,Games & Cartoon
142,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064858891456.png,Association Logos
143,/data/datasets/scam_donation_2024/scammers_images/all/youtube_wgGl3fYHx_I.png,Social Content/Posts
144,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1186746035-gkparveenudan.png,Frontimage Man/Woman
145,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1417888931.png,Games & Cartoon
146,/data/datasets/scam_donation_2024/scammers_images/all/twitter_434453732.png,Frontimage Man/Woman
147,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1513284193-a5h8wNlNQAM1NTNk.png,Games & Cartoon
148,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100034872076843.png,Pets
149,/data/datasets/scam_donation_2024/scammers_images/all/twitter_2903285195.png,Association Logos
150,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100067470891222.png,Pets
151,/data/datasets/scam_donation_2024/scammers_images/all/twitter_781082881137311744.png,Association Logos
152,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063663338645.png,Association Logos
153,/data/datasets/scam_donation_2024/scammers_images/all/youtube_TSkccYtxMgQ.png,Social Content/Posts
154,/data/datasets/scam_donation_2024/scammers_images/all/youtube_OY_aRJ3ZSKI.png,Social Content/Posts
155,/data/datasets/scam_donation_2024/scammers_images/all/youtube_GsVSmSZ1PzE.png,Politics/War
156,/data/datasets/scam_donation_2024/scammers_images/all/youtube_LKv4NX1CwBg.png,Social Content/Posts
157,/data/datasets/scam_donation_2024/scammers_images/all/twitter_91416716.png,Association Logos
158,/data/datasets/scam_donation_2024/scammers_images/all/twitter_29334354.png,Frontimage Man/Woman
159,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1668197879-daily_help_trading_easy_earn_mon.png,Crypto Coins
160,/data/datasets/scam_donation_2024/scammers_images/all/youtube_2NdYVt-JMLc.png,Politics/War
161,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1418573241-alehssan_serial.png,Games & Cartoon
162,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064756775864.png,Pets
163,/data/datasets/scam_donation_2024/scammers_images/all/youtube_9H0ViPMutHc.png,Politics/War
164,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1643834710.png,Games & Cartoon
165,/data/datasets/scam_donation_2024/scammers_images/all/youtube_YDf2J0DDP_I.png,Social Content/Posts
166,/data/datasets/scam_donation_2024/scammers_images/all/youtube_0T-T3TrbEQc.png,Social Content/Posts
167,/data/datasets/scam_donation_2024/scammers_images/all/twitter_23478246.png,Association Logos
168,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100071960765227.png,Association Logos
169,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063952714023.png,Association Logos
170,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1443592630-pedalzaotvagu.png,Frontimage Man/Woman
171,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1881979256-netvoyotelo.png,Frontimage Man/Woman
172,/data/datasets/scam_donation_2024/scammers_images/all/twitter_233021404.png,Frontimage Man/Woman
173,/data/datasets/scam_donation_2024/scammers_images/all/instagram_tummyandgummy.png,Pets
174,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1779479066-nXA9e4Blky9jYjIy.png,Games & Cartoon
175,/data/datasets/scam_donation_2024/scammers_images/all/twitter_491444555.png,Association Logos
176,/data/datasets/scam_donation_2024/scammers_images/all/instagram_cherylspanglerrealestate.png,Frontimage Man/Woman
177,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1850318892-audio_kitobxonam.png,Games & Cartoon
178,/data/datasets/scam_donation_2024/scammers_images/all/twitter_777878930413932549.png,Games & Cartoon
179,/data/datasets/scam_donation_2024/scammers_images/all/youtube_QPQoeXTcFBQ.png,Social Content/Posts
180,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1820622806-legalayz_live.png,Games & Cartoon
181,/data/datasets/scam_donation_2024/scammers_images/all/instagram_lea_cheexin.png,Frontimage Man/Woman
182,/data/datasets/scam_donation_2024/scammers_images/all/youtube_M_PPYI0X4k4.png,Social Content/Posts
183,/data/datasets/scam_donation_2024/scammers_images/all/twitter_911011433147654144.png,Association Logos
184,/data/datasets/scam_donation_2024/scammers_images/all/twitter_89172148.png,Frontimage Man/Woman
185,/data/datasets/scam_donation_2024/scammers_images/all/twitter_495532074.png,Games & Cartoon
186,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1849286586-akhmad1408.png,Frontimage Man/Woman
187,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100079880086076.png,Association Logos
188,/data/datasets/scam_donation_2024/scammers_images/all/youtube_5tabnGFYJBE.png,Politics/War
189,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1649515844-C4hlhgZyHZFhYTc1.png,Association Logos
190,/data/datasets/scam_donation_2024/scammers_images/all/youtube_4JAir-uJ_kw.png,Social Content/Posts
191,/data/datasets/scam_donation_2024/scammers_images/all/twitter_146115076.png,Association Logos
192,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064456911668.png,Games & Cartoon
193,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1801404831-kinofromirm.png,Politics/War
194,/data/datasets/scam_donation_2024/scammers_images/all/instagram_kevintehmsc.png,Frontimage Man/Woman
195,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1077871781-simorgh_ecotourism.png,Association Logos
196,/data/datasets/scam_donation_2024/scammers_images/all/twitter_744697586.png,Frontimage Man/Woman
197,/data/datasets/scam_donation_2024/scammers_images/all/youtube_OM0Jtm9j5gE.png,Social Content/Posts
198,/data/datasets/scam_donation_2024/scammers_images/all/twitter_2679149100.png,Games & Cartoon
199,/data/datasets/scam_donation_2024/scammers_images/all/twitter_964793138408804352.png,Frontimage Man/Woman
200,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1215497253495816193.png,Frontimage Man/Woman
201,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1382295550872141828.png,Frontimage Man/Woman
202,/data/datasets/scam_donation_2024/scammers_images/all/youtube_XE8IS1ACJi8.png,Politics/War
203,/data/datasets/scam_donation_2024/scammers_images/all/twitter_19379076.png,Association Logos
204,/data/datasets/scam_donation_2024/scammers_images/all/youtube_qPA0YcdgdT0.png,Politics/War
205,/data/datasets/scam_donation_2024/scammers_images/all/instagram_discoveryprep.png,Association Logos
206,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1396433804-fatimakhadueva369.png,Frontimage Man/Woman
207,/data/datasets/scam_donation_2024/scammers_images/all/twitter_24335226.png,Frontimage Man/Woman
208,/data/datasets/scam_donation_2024/scammers_images/all/twitter_439348486.png,Frontimage Man/Woman
209,/data/datasets/scam_donation_2024/scammers_images/all/youtube_QMbWE69wjUU.png,Social Content/Posts
210,/data/datasets/scam_donation_2024/scammers_images/all/twitter_122068746.png,Games & Cartoon
211,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063644254824.png,Association Logos
212,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1755578273-vikasncertteam.png,Politics/War
213,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100048098630161.png,Pets
214,/data/datasets/scam_donation_2024/scammers_images/all/twitter_18029079.png,Frontimage Man/Woman
215,/data/datasets/scam_donation_2024/scammers_images/all/youtube_LeshgkkO7HE.png,Pets
216,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1243786658-cbUY6jTCuXIwNzIy.png,Politics/War
217,/data/datasets/scam_donation_2024/scammers_images/all/youtube__E-uU0al7LI.png,Politics/War
218,/data/datasets/scam_donation_2024/scammers_images/all/youtube_mPG55qISRuE.png,Frontimage Man/Woman
219,/data/datasets/scam_donation_2024/scammers_images/all/youtube_FrZty2pHp6k.png,Social Content/Posts
220,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1658118535-losevlive.png,Frontimage Man/Woman
221,/data/datasets/scam_donation_2024/scammers_images/all/youtube_DBDkj_txo_o.png,Politics/War
222,/data/datasets/scam_donation_2024/scammers_images/all/youtube_bm81x9kFAKU.png,Politics/War
223,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064653075365.png,Pets
224,/data/datasets/scam_donation_2024/scammers_images/all/youtube_QpcmSKtCa5c.png,Politics/War
225,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1605361849-meankeen.png,Frontimage Man/Woman
226,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064637861617.png,Pets
227,/data/datasets/scam_donation_2024/scammers_images/all/-pza8fv40b4.png,Games & Cartoon
228,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1429495042696269829.png,Frontimage Man/Woman
229,/data/datasets/scam_donation_2024/scammers_images/all/youtube__OvUBcST-U0.png,Social Content/Posts
230,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1634214154-rostok_pitomnik.png,Politics/War
231,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063667595963.png,Frontimage Man/Woman
232,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100065484159202.png,Pets
233,/data/datasets/scam_donation_2024/scammers_images/all/youtube_kI5IiWrF42M.png,Politics/War
234,/data/datasets/scam_donation_2024/scammers_images/all/twitter_948303604393357312.png,Crypto Coins
235,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1842181039-artjockey.png,Games & Cartoon
236,/data/datasets/scam_donation_2024/scammers_images/all/youtube_4Z3kHDCBWYE.png,Social Content/Posts
237,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1002973057726779398.png,Association Logos
238,/data/datasets/scam_donation_2024/scammers_images/all/twitter_4132926754.png,Frontimage Man/Woman
239,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064531968877.png,Games & Cartoon
240,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1329928361-k_s_ksenyaa.png,Frontimage Man/Woman
241,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064656371140.png,Association Logos
242,/data/datasets/scam_donation_2024/scammers_images/all/twitter_159367435.png,Frontimage Man/Woman
243,/data/datasets/scam_donation_2024/scammers_images/all/twitter_768653585911455744.png,Frontimage Man/Woman
244,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1699954819.png,Miscellaneous
245,/data/datasets/scam_donation_2024/scammers_images/all/youtube_6JeVAm9G1i0.png,Politics/War
246,/data/datasets/scam_donation_2024/scammers_images/all/instagram_acrocats.png,Pets
247,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1680956281-robert_magyar.png,Politics/War
248,/data/datasets/scam_donation_2024/scammers_images/all/youtube_kv8VJWIb80s.png,Social Content/Posts
249,/data/datasets/scam_donation_2024/scammers_images/all/twitter_210821882.png,Association Logos
250,/data/datasets/scam_donation_2024/scammers_images/all/youtube_PDQbOvp40ho.png,Social Content/Posts
251,/data/datasets/scam_donation_2024/scammers_images/all/twitter_935173663174905856.png,Association Logos
252,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1772083679-1SDSpn19D9wzOGYy.png,Frontimage Man/Woman
253,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1719646875-muefaco.png,Association Logos
254,/data/datasets/scam_donation_2024/scammers_images/all/youtube_eQmHLrCiX1Y.png,Frontimage Man/Woman
255,/data/datasets/scam_donation_2024/scammers_images/all/twitter_19668491.png,Frontimage Man/Woman
256,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064046648934.png,Association Logos
257,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1138686955544371200.png,Crypto Coins
258,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100057379003033.png,Pets
259,/data/datasets/scam_donation_2024/scammers_images/all/youtube_AiV7FvXNxeE.png,Politics/War
260,/data/datasets/scam_donation_2024/scammers_images/all/youtube_lNNyaD4zArE.png,Politics/War
261,/data/datasets/scam_donation_2024/scammers_images/all/twitter_550529673.png,Association Logos
262,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1213346929-explosivemikechannel.png,Games & Cartoon
263,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100060284378512.png,Association Logos
264,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1159080297-egurudigital.png,Association Logos
265,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2042730274-Axk-1PFoTjs3N2Ey.png,Games & Cartoon
266,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1168681794.png,Association Logos
267,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063505392548.png,Association Logos
268,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063560321220.png,Miscellaneous
269,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1839914997.png,Association Logos
270,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1662119360.png,Crypto Coins
271,/data/datasets/scam_donation_2024/scammers_images/all/youtube_vMXaekRh2U4.png,Social Content/Posts
272,/data/datasets/scam_donation_2024/scammers_images/all/twitter_82359475.png,Pets
273,/data/datasets/scam_donation_2024/scammers_images/all/youtube_HhiG42i52Vk.png,Social Content/Posts
274,/data/datasets/scam_donation_2024/scammers_images/all/youtube_Ep2WNO2XGAw.png,Politics/War
275,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2085966008.png,Crypto Coins
276,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1147093106069626880.png,Association Logos
277,/data/datasets/scam_donation_2024/scammers_images/all/twitter_10336652.png,Frontimage Man/Woman
278,/data/datasets/scam_donation_2024/scammers_images/all/instagram_curtincollege.png,Association Logos
279,/data/datasets/scam_donation_2024/scammers_images/all/youtube_7nYEpSMm18E.png,Politics/War
280,/data/datasets/scam_donation_2024/scammers_images/all/twitter_211371663.png,Association Logos
281,/data/datasets/scam_donation_2024/scammers_images/all/twitter_367308026.png,Pets
282,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1539288756-igor_medov.png,Association Logos
283,/data/datasets/scam_donation_2024/scammers_images/all/twitter_2956363464.png,Association Logos
284,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1872614580-postgloss.png,Association Logos
